Intensity_MassDisplacement_PI,Intensity_MaxIntensityEdge_DAPI,Intensity_MaxIntensityEdge_PI,Intensity_MaxIntensity_DAPI,Intensity_MaxIntensity_PI,Intensity_MeanIntensityEdge_DAPI,Intensity_MeanIntensityEdge_PI,Intensity_MeanIntensity_DAPI,Intensity_MeanIntensity_PI,Intensity_MedianIntensity_DAPI,Intensity_MedianIntensity_PI,Intensity_MinIntensityEdge_DAPI,Intensity_MinIntensityEdge_PI,Intensity_MinIntensity_DAPI,Intensity_MinIntensity_PI,Intensity_StdIntensityEdge_DAPI,Intensity_StdIntensityEdge_PI,Intensity_StdIntensity_DAPI,Intensity_StdIntensity_PI,Intensity_UpperQuartileIntensity_DAPI,Intensity_UpperQuartileIntensity_PI,Number_Object_Number
0.140829487,0.052719921,0.038223851,0.219150066,0.03866636,0.042463739,0.033661508,0.10372086,0.034474038,0.114595257,0.034515906,0.036667429,0.02980087,0.036667429,0.02980087,0.003130298,0.001581486,0.045186524,0.001442588,0.140527964,0.035461966,535
0.184694929,0.054291598,0.037109941,0.151476309,0.039887082,0.042087773,0.032793203,0.081452684,0.034493828,0.077393763,0.03463798,0.034668498,0.027924011,0.034668498,0.027924011,0.004911989,0.002120435,0.032545589,0.002228729,0.109803922,0.036087587,536
0.176575074,0.054291598,0.037979707,0.127855346,0.039627679,0.040753174,0.03471046,0.072828927,0.03517191,0.074319065,0.035103381,0.033478294,0.030426489,0.033478294,0.030426489,0.005241804,0.001652234,0.02249574,0.001636296,0.092442967,0.036346991,537
0.127583566,0.054825667,0.036148623,0.16787976,0.038086519,0.040547291,0.031335346,0.084196069,0.032790157,0.078034639,0.032532234,0.03292897,0.027557794,0.03292897,0.027557794,0.005101772,0.001817081,0.039237363,0.001952979,0.118616007,0.034065768,538
0.182669835,0.198428318,0.036926832,0.198428318,0.037033647,0.079375034,0.032077952,0.110637723,0.032701034,0.119775694,0.032730602,0.034592204,0.027191577,0.034592204,0.027191577,0.058396798,0.002255795,0.051494702,0.001818602,0.154943924,0.033844512,539
0.159379927,0.055634394,0.035675593,0.177935451,0.037155718,0.041894972,0.031099048,0.096958451,0.032499339,0.095033191,0.03257801,0.033722438,0.027450981,0.033722438,0.027450981,0.005583525,0.001673543,0.043447559,0.001704012,0.136339366,0.033722438,540
0.273935087,0.067933165,0.041062027,0.177660793,0.041168842,0.0467575,0.03395954,0.091525193,0.035138332,0.094903488,0.034950789,0.038391698,0.028824292,0.038391698,0.028732738,0.006779043,0.003359579,0.033385437,0.002539768,0.117044328,0.036839094,541
0.122748913,0.068268865,0.036316473,0.144655526,0.036316473,0.050168478,0.032303182,0.088218078,0.03232184,0.091783017,0.032120243,0.039597161,0.029602503,0.039597161,0.02932784,0.007415204,0.001577148,0.026986175,0.001371172,0.108827345,0.033184558,542
0.184714003,0.068894483,0.050476845,0.137544826,0.050476845,0.051247874,0.034746289,0.081213623,0.034828054,0.084428169,0.034302283,0.040070191,0.030319676,0.040070191,0.030319676,0.007394486,0.003556097,0.02107454,0.002610254,0.097810328,0.035675593,543
0.201749978,0.06070039,0.037689783,0.174273282,0.040054932,0.041902448,0.032070062,0.086609048,0.033030068,0.082459755,0.032990005,0.034973677,0.028198672,0.034973677,0.027740901,0.005306566,0.001943673,0.037192988,0.00177749,0.119806211,0.034119174,544
0.244052857,0.059266042,0.052857254,0.113252461,0.052857254,0.042259044,0.033210444,0.069129608,0.033190597,0.070160985,0.032959487,0.033890288,0.029755093,0.033890288,0.029678797,0.005734069,0.003421718,0.018273151,0.001945715,0.082635231,0.034027617,545
0.127910314,0.061158162,0.038590066,0.124910355,0.042679485,0.044404031,0.034365814,0.075713072,0.034972955,0.079041734,0.034805831,0.034805831,0.030518044,0.034805831,0.029861907,0.006167438,0.00193786,0.02144671,0.002028684,0.09187457,0.036350805,546
0.147147544,0.058731977,0.037354086,0.194964528,0.038452737,0.045176578,0.032540612,0.10471116,0.034046882,0.113923859,0.034256503,0.036469061,0.028809033,0.036469061,0.028809033,0.00471111,0.002177564,0.040932162,0.001805433,0.137727931,0.035336081,547
0.180174799,0.117586024,0.038696881,0.194811925,0.038696881,0.060926915,0.034091644,0.099514267,0.033987143,0.107057296,0.033890288,0.037628748,0.030334936,0.037628748,0.030334936,0.025715764,0.001674236,0.036781728,0.001426481,0.123453118,0.034946974,548
0.260393506,0.060685132,0.035675593,0.160173953,0.037064165,0.044033417,0.031903411,0.089963646,0.032414864,0.095811397,0.032349128,0.037109941,0.028152896,0.037109941,0.028152896,0.00498901,0.001728789,0.031632134,0.001631342,0.114702068,0.033516441,549
0.30655515,0.05384909,0.036163881,0.143755242,0.037247274,0.04008189,0.031742962,0.085954964,0.032683109,0.088868544,0.032761119,0.030518044,0.028091859,0.030518044,0.028091859,0.005147928,0.001786423,0.031552997,0.001692353,0.112779431,0.03387503,550
0.083828497,0.056275275,0.036011294,0.166155487,0.037705041,0.039888196,0.031917106,0.088577742,0.033399847,0.088303961,0.03352407,0.032501716,0.027664607,0.032501716,0.027664607,0.004992779,0.00191315,0.037453168,0.00175929,0.12132448,0.034683757,551
0.008113146,0.052857254,0.037308309,0.141802087,0.038406957,0.040071554,0.03247079,0.079300969,0.033230447,0.0801709,0.032990005,0.033600368,0.028244449,0.033600368,0.028244449,0.004442359,0.00173484,0.030168067,0.001780945,0.105226219,0.034500647,552
0.144173336,0.071305409,0.037415121,0.17486839,0.038406957,0.050838803,0.03306009,0.097392354,0.033763798,0.099244677,0.033600368,0.039841305,0.029694056,0.039841305,0.029694056,0.007253905,0.00197673,0.035257347,0.001631891,0.126054779,0.034836348,553
0.136076513,0.12437629,0.037964448,0.136217281,0.037964448,0.053709954,0.032637383,0.080245505,0.03278517,0.083588921,0.032608531,0.036072329,0.028503854,0.036072329,0.028503854,0.023583866,0.001775773,0.026181654,0.001544162,0.101548791,0.033707179,554
0.160536419,0.129518583,0.0371252,0.167742431,0.038330663,0.065106008,0.033496775,0.099303529,0.033752835,0.106172275,0.03369192,0.037796598,0.02996872,0.037796598,0.02949569,0.027900691,0.00186528,0.031625563,0.001636518,0.122953383,0.034874495,555
0.316899398,0.055924315,0.039337758,0.151873052,0.040817883,0.040431275,0.032444426,0.08207106,0.034311142,0.076691844,0.034241244,0.033890288,0.028030824,0.033890288,0.028030824,0.004719646,0.002435757,0.032890802,0.002302954,0.108812086,0.036072329,556
0.089274178,0.058060579,0.036087587,0.143770501,0.036194399,0.044663298,0.031392612,0.083888772,0.031879425,0.086411837,0.031754024,0.037811857,0.028046083,0.037811857,0.027435722,0.004487974,0.001717223,0.029640529,0.001477143,0.109937437,0.032784007,557
0.18362092,0.055588618,0.035934996,0.167177841,0.036835279,0.039936286,0.031522648,0.09186982,0.032091548,0.09439994,0.031921875,0.031967651,0.027664607,0.031967651,0.027664607,0.005206337,0.001941253,0.039311534,0.001652571,0.126009002,0.033138782,558
0.157573691,0.099107347,0.036667429,0.145693138,0.037460897,0.049277547,0.032884734,0.071439262,0.033189906,0.070527196,0.033081561,0.032852676,0.029037919,0.032852676,0.029037919,0.017382398,0.001830291,0.024617216,0.001781065,0.085099563,0.034531165,559
0.243959651,0.051285572,0.035538264,0.149538413,0.035538264,0.037358424,0.029700938,0.085160924,0.030311431,0.086808577,0.030167086,0.030243382,0.025391012,0.030243382,0.025391012,0.004743939,0.002720467,0.035531792,0.00189706,0.118394747,0.031647213,560
0.122734563,0.059021898,0.036514841,0.15359731,0.038162813,0.043440924,0.032718917,0.082752477,0.033737752,0.083611812,0.033661403,0.036026552,0.028824292,0.036026552,0.028824292,0.005047818,0.001545707,0.029157232,0.001635856,0.106733045,0.034828719,561
0.198735473,0.054978255,0.038147554,0.190966666,0.041412987,0.040934607,0.033020209,0.095868699,0.034995111,0.095216297,0.034912642,0.033386741,0.028488593,0.033386741,0.028488593,0.00447835,0.001791336,0.043315501,0.002141142,0.127733275,0.036316473,562
0.198767026,0.063996337,0.036240175,0.169802397,0.038132295,0.045170597,0.032236708,0.090032628,0.032854469,0.093064778,0.032791637,0.037933927,0.028091859,0.037933927,0.028091859,0.005028551,0.001593426,0.034092204,0.001616544,0.119707026,0.033958953,563
0.11689133,0.113420308,0.035996031,0.150896475,0.037491418,0.052667383,0.033305616,0.082915618,0.0338508,0.083527885,0.033905547,0.036621653,0.030228123,0.036621653,0.030228123,0.019667099,0.001408388,0.029542654,0.001467377,0.108140685,0.034927901,564
0.1013863,0.10592813,0.036743727,0.116212711,0.036743727,0.056660351,0.032625484,0.077955042,0.032126781,0.08235294,0.032043945,0.0339971,0.028809033,0.0339971,0.028564889,0.023132504,0.001875125,0.023566835,0.001498363,0.097909516,0.033077746,565
0.127125423,0.060273137,0.036072329,0.218463421,0.037888151,0.044730715,0.031734828,0.104135183,0.0328585,0.105905242,0.032845046,0.037796598,0.028641185,0.037796598,0.028305486,0.003914429,0.001374035,0.048490744,0.001604848,0.146501869,0.034016173,566
0.127673772,0.106446937,0.036224917,0.120714121,0.036667429,0.054466231,0.032509558,0.078344408,0.032464821,0.083680473,0.032379646,0.037354086,0.028641185,0.037354086,0.028641185,0.020286736,0.001757204,0.023411395,0.001472577,0.098542765,0.033402,567
0.089891692,0.053086136,0.035202563,0.166430146,0.039291982,0.041095955,0.030849197,0.097878947,0.033508161,0.10151827,0.033684291,0.032410163,0.027695125,0.032410163,0.026794843,0.005589821,0.001724572,0.04116712,0.002514118,0.134851605,0.035378043,568
0.134236547,0.071885251,0.037399862,0.161120012,0.037796598,0.050248247,0.032998211,0.095886977,0.03340524,0.101945527,0.033279926,0.039795529,0.029144732,0.039795529,0.029144732,0.00690715,0.001747843,0.030694487,0.001597324,0.118516825,0.034500647,569
0.267163896,0.067505911,0.037888151,0.178362712,0.037888151,0.044528761,0.032569795,0.087753663,0.033256567,0.088334478,0.033264667,0.037308309,0.028747998,0.037308309,0.028747998,0.00584968,0.001971384,0.034032954,0.001729388,0.113153279,0.034561686,570
0.137359685,0.056000609,0.03695735,0.188159004,0.03695735,0.041513646,0.031662101,0.092875141,0.032284131,0.095605403,0.032211795,0.034348059,0.027908752,0.034348059,0.027908752,0.004243641,0.001498232,0.035118736,0.001364875,0.117479213,0.033203632,571
0.13402596,0.062485695,0.038101777,0.217608914,0.040131226,0.045140002,0.032857443,0.106776901,0.034065953,0.107255667,0.0339971,0.037460897,0.028885329,0.037460897,0.028885329,0.004239268,0.00206375,0.046773058,0.001941776,0.144224465,0.035427634,572
0.110621504,0.065857939,0.036514841,0.120225832,0.038117036,0.045388724,0.03236553,0.071676627,0.032954696,0.072556652,0.032898452,0.037186235,0.029449912,0.037186235,0.029236287,0.006174452,0.001484473,0.018762125,0.001476885,0.084016174,0.034012359,573
0.208895692,0.06657511,0.037277792,0.200686663,0.038010225,0.04429775,0.030956047,0.103891601,0.032400567,0.108827345,0.032471199,0.035767149,0.026199741,0.035767149,0.026199741,0.005395279,0.002517885,0.044249611,0.002089583,0.13881132,0.033951323,574
0.3041272,0.052887771,0.040375371,0.205722138,0.042252231,0.042013849,0.034196714,0.099924074,0.035081814,0.09872587,0.034897383,0.035873961,0.029739834,0.035873961,0.029739834,0.003468433,0.002461751,0.047508198,0.002195338,0.140367746,0.036865797,575
0.070314014,0.062638283,0.041870758,0.428061336,0.041886017,0.044183261,0.035815824,0.15249805,0.036963004,0.106141753,0.036987869,0.035248339,0.031769283,0.035248339,0.031769283,0.004579332,0.001753409,0.114790516,0.001797397,0.239391167,0.038235296,576
0.039170013,0.053650722,0.040131226,0.166048676,0.040131226,0.041721034,0.033598072,0.097176951,0.034211172,0.109468222,0.034180209,0.035065234,0.029724576,0.035065234,0.029724576,0.004357556,0.002018219,0.034760461,0.00164685,0.123781189,0.035385672,577
0.21101675,0.063721679,0.039719235,0.171328291,0.03996338,0.045774985,0.033562219,0.094847021,0.034596231,0.094865337,0.034515906,0.037628748,0.029114215,0.037628748,0.029114215,0.00626762,0.002487468,0.038835432,0.002114838,0.129312582,0.035896849,578
0.143318423,0.046128023,0.033676662,0.124635689,0.034195468,0.035039801,0.02989925,0.071996622,0.030054665,0.074769206,0.030014496,0.029297322,0.027191577,0.029297322,0.026123445,0.003931038,0.001406927,0.02611654,0.001259398,0.092362858,0.03088426,579
0.13951194,0.054795146,0.038406957,0.140581369,0.040024415,0.040501744,0.033972409,0.079168313,0.034829478,0.084016174,0.034592204,0.033188373,0.031219959,0.033188373,0.030701153,0.004682656,0.001763036,0.02844347,0.001761403,0.102395669,0.036102846,580
0.386692632,0.064118408,0.043900207,0.219211102,0.052155338,0.047522931,0.033649893,0.113766142,0.034963428,0.121782251,0.034592204,0.038178071,0.027817197,0.038178071,0.027817197,0.005486847,0.003328764,0.046291024,0.003093628,0.145754173,0.036285955,581
0.170908458,0.057984285,0.054810409,0.211795226,0.054810409,0.041650059,0.035186064,0.11336018,0.035826774,0.12106508,0.035553522,0.035141528,0.028259709,0.035141528,0.028259709,0.004743556,0.005319384,0.052580986,0.002882934,0.159182116,0.036858167,582
0.147000029,0.077592127,0.038056001,0.152681768,0.038056001,0.051476463,0.033106585,0.081453886,0.033186814,0.08252079,0.033035781,0.039444573,0.030258641,0.039444573,0.029816128,0.008234894,0.001845382,0.021850393,0.00162367,0.096864268,0.034256503,583
0.170349257,0.054306857,0.037262533,0.246112764,0.03996338,0.044707211,0.033102233,0.117880415,0.034754268,0.122377358,0.034897383,0.037979707,0.028488593,0.037979707,0.028488593,0.003548593,0.001820179,0.05694902,0.001879481,0.163012132,0.036011294,584
0.279800494,0.066590369,0.036209658,0.24861525,0.037399862,0.041945112,0.030083938,0.113098769,0.031948323,0.12402533,0.032074463,0.033188373,0.026703289,0.033188373,0.026550699,0.004743395,0.002188601,0.052812845,0.002203402,0.156542301,0.033463035,585
1.355792181,0.05255207,0.071595334,0.520256341,0.075181201,0.043218055,0.039987212,0.148602953,0.040620272,0.083039597,0.035461966,0.037186235,0.0312047,0.037186235,0.030838484,0.003629029,0.011318681,0.130307476,0.010825334,0.219974056,0.04288548,586
0.163440769,0.051148243,0.04008545,0.261356533,0.040497445,0.040412111,0.034036188,0.109232315,0.035644319,0.113084611,0.035767149,0.034744792,0.028534371,0.034744792,0.028534371,0.003204228,0.002075217,0.056721269,0.0020196,0.151712824,0.037094682,587
0.090463974,0.057419699,0.035507742,0.171480894,0.037338827,0.041435794,0.031947413,0.090539675,0.033064889,0.0923476,0.03305104,0.032059204,0.028656444,0.032059204,0.028656444,0.005232977,0.00140926,0.037283994,0.001520076,0.122323949,0.034065768,588
0.215415327,0.059479669,0.036865797,0.136476696,0.038651101,0.044168071,0.032323325,0.077303237,0.032664701,0.077897307,0.032471199,0.036224917,0.028717479,0.036224917,0.028610665,0.004933543,0.002018955,0.024180446,0.001633279,0.097165637,0.033768214,589
0.175184536,0.053833831,0.036301214,0.229648277,0.038559549,0.043630411,0.031782307,0.112011453,0.03308929,0.117700465,0.03310445,0.036469061,0.028091859,0.036469061,0.027985046,0.003876538,0.002089421,0.049975473,0.002043746,0.153620202,0.034550242,590
0.225507878,0.059769589,0.037949186,0.203616396,0.038483255,0.040678703,0.03299093,0.111322706,0.033942411,0.121301595,0.034042876,0.029861907,0.028320745,0.029861907,0.028320745,0.005979396,0.001814432,0.049291884,0.0016573,0.150976583,0.035202563,591
0.070560582,0.056488898,0.0365301,0.20556955,0.03729305,0.040665293,0.032478955,0.108890298,0.033457068,0.116044864,0.033463035,0.032562751,0.029480431,0.032562751,0.029449912,0.005225753,0.001572378,0.048522882,0.001521187,0.151094839,0.034485389,592
0.657737378,0.050400548,0.039703976,0.549980938,0.05243,0.037687854,0.029736708,0.146449583,0.035165278,0.096101321,0.034027617,0.030914778,0.025619898,0.030914778,0.024261845,0.00367318,0.00319466,0.124107272,0.006433095,0.197222859,0.039597161,593
0.148211282,0.05899138,0.03541619,0.136736095,0.036697946,0.040379988,0.031999067,0.076919069,0.032448118,0.077347979,0.032379646,0.030838484,0.028992143,0.030838484,0.028381782,0.005239458,0.00146504,0.027783346,0.001479385,0.098336764,0.033424888,594
0.187324706,0.049637597,0.03262379,0.15184252,0.035126269,0.034265829,0.029862471,0.075063538,0.03057856,0.073029682,0.030457009,0.029266804,0.027328908,0.029266804,0.026596475,0.003717512,0.001252786,0.031373322,0.001528357,0.098802164,0.031723507,595
0.402445331,0.057221331,0.039856564,0.244312197,0.04132143,0.042565437,0.03331255,0.120230973,0.034842052,0.128603041,0.034744792,0.034103915,0.029114215,0.034103915,0.027939269,0.004153723,0.002252539,0.059873196,0.002452399,0.16942092,0.0365301,596
0.216852202,0.075867854,0.038178071,0.242160678,0.038727399,0.045470359,0.032100287,0.113385196,0.033085021,0.113313496,0.032829786,0.03901732,0.027649349,0.03901732,0.027649349,0.005312086,0.002295895,0.054256391,0.002020911,0.157187,0.034393836,597
0.145223832,0.055313956,0.037460897,0.211154342,0.039948121,0.043433254,0.033239452,0.115856709,0.034384209,0.125932708,0.034424353,0.03605707,0.030136568,0.03605707,0.030136568,0.003831789,0.00156267,0.050918832,0.001560287,0.159922183,0.03541619,598
0.109662853,0.067170218,0.037918668,0.191882193,0.037918668,0.047091249,0.033798972,0.104811568,0.034228972,0.111146718,0.034195468,0.040192265,0.030472267,0.040192265,0.030472267,0.004657217,0.001476033,0.040128418,0.001371207,0.138262004,0.035172045,599
0.253856664,0.055786986,0.037552454,0.235324636,0.040146485,0.040946107,0.033867695,0.101477666,0.034907549,0.104722664,0.035141528,0.034500647,0.029068436,0.034500647,0.029068436,0.004132215,0.001987518,0.047841503,0.00195823,0.141054392,0.03617914,600
0.203976474,0.077042803,0.048111696,0.394811928,0.048111696,0.04440902,0.034945321,0.150077523,0.036736502,0.129159987,0.037247274,0.033630885,0.027908752,0.033630885,0.027908752,0.007800702,0.004138011,0.095679364,0.002786958,0.222697798,0.038422216,601
0.088947696,0.049393453,0.032745861,0.107438773,0.034531165,0.036519036,0.030143689,0.069027409,0.030526075,0.073815517,0.030487526,0.029159991,0.027298391,0.029159991,0.027237354,0.004205927,0.001167948,0.021289589,0.001213474,0.086480506,0.031383995,602
0.080476392,0.059555963,0.037506677,0.174792096,0.040527962,0.043889941,0.034105995,0.08910747,0.035292518,0.088105589,0.035385672,0.036835279,0.029861907,0.036835279,0.029861907,0.005140188,0.001645043,0.036553149,0.001648711,0.119394217,0.036362249,603
0.310044329,0.054886702,0.040238041,0.167589843,0.041000992,0.041988403,0.032683299,0.089817564,0.033079596,0.090478372,0.032425422,0.034180209,0.027344167,0.034180209,0.027344167,0.005228093,0.00310973,0.038041366,0.002545619,0.123399712,0.034523536,604
0.151897659,0.061585411,0.037842374,0.17901884,0.040863659,0.043263142,0.034729057,0.097345204,0.035898707,0.103967346,0.035889219,0.036682688,0.031021591,0.036682688,0.031021591,0.00490197,0.00154728,0.035162932,0.001589313,0.124204621,0.036968794,605
0.190153573,0.063157089,0.037979707,0.529457569,0.040955216,0.044019088,0.034281335,0.160791123,0.035987215,0.089517053,0.036133364,0.037689783,0.028809033,0.037689783,0.028564889,0.004793054,0.002037578,0.138714864,0.001868205,0.253028907,0.037170976,606
0.265189888,0.098527506,0.037155718,0.166781113,0.041962311,0.055910964,0.032748722,0.085830454,0.034831158,0.082475014,0.034668498,0.039230946,0.028091859,0.039230946,0.028091859,0.016655971,0.00216414,0.029598957,0.002618692,0.103753719,0.03665217,607
0.231863647,0.061295491,0.036896314,0.228625923,0.038956285,0.04454073,0.032277918,0.110632317,0.033633107,0.117448695,0.033386741,0.037064165,0.029037919,0.037064165,0.029037919,0.004220056,0.001542031,0.048125623,0.001903653,0.148821235,0.034859236,608
0.101798572,0.12603952,0.037155718,0.12603952,0.037232015,0.067914679,0.033901439,0.078189151,0.033851119,0.075387198,0.033745326,0.04103151,0.030991074,0.04103151,0.030991074,0.027877107,0.001572856,0.023803205,0.001396198,0.098805981,0.03487831,609
0.095290528,0.059754331,0.037415121,0.157091632,0.039200429,0.043348488,0.032185616,0.091125426,0.034175849,0.097421225,0.034439612,0.035568781,0.027344167,0.035568781,0.027344167,0.00421218,0.001906802,0.032888544,0.001936159,0.119291216,0.035580225,610
0.225814193,0.05958648,0.033417258,0.131898984,0.03387503,0.040266397,0.02908573,0.077836016,0.029688231,0.083192185,0.029678797,0.032013427,0.02589456,0.032013427,0.025299458,0.004956472,0.001611611,0.026865591,0.001660491,0.100862138,0.030838484,611
0.190023529,0.05633631,0.037567712,0.159166858,0.037567712,0.041514967,0.031955571,0.086394462,0.032616544,0.086091403,0.03257801,0.033615626,0.028183414,0.033615626,0.028183414,0.004831843,0.00164518,0.03269085,0.001505199,0.115243763,0.0336347,612
0.165890889,0.052887771,0.035065234,0.193408102,0.035141528,0.040403,0.031416592,0.096510492,0.031556628,0.102052338,0.031486992,0.033142596,0.028824292,0.033142596,0.027344167,0.004209817,0.001351105,0.036639973,0.001219349,0.122331582,0.032349128,613
0.244950626,0.058564126,0.036972608,0.140230417,0.038101777,0.044492373,0.032319489,0.081615145,0.032834059,0.083649956,0.032684825,0.035507742,0.028244449,0.035507742,0.028244449,0.005788868,0.001937407,0.025672755,0.001608582,0.102128632,0.033981841,614
0.104472603,0.061432824,0.03930724,0.193820089,0.04150454,0.046533017,0.033752249,0.109496515,0.034617499,0.114152744,0.034546427,0.039230946,0.030075531,0.039230946,0.030075531,0.004598284,0.001871497,0.039854781,0.001863735,0.141130701,0.035774779,615
0.221128956,0.130251005,0.03871214,0.130251005,0.03871214,0.057670048,0.033564818,0.079526413,0.033902173,0.082825974,0.033646144,0.041306172,0.028473334,0.041306172,0.028473334,0.024016445,0.002428556,0.024449228,0.001955162,0.101262681,0.035355154,616
0.161406589,0.058793012,0.03747616,0.163271531,0.03913939,0.042584956,0.033385964,0.087596523,0.034118162,0.091607541,0.034157321,0.035828184,0.028519113,0.035828184,0.028519113,0.004795468,0.00192418,0.032225072,0.001675348,0.110959791,0.035282675,617
0.05147986,0.116365299,0.035934996,0.116365299,0.035934996,0.064776941,0.032424524,0.068863716,0.032217424,0.065766387,0.032120243,0.039368276,0.030426489,0.039368276,0.029678797,0.022899156,0.001320891,0.018547418,0.001190499,0.084138244,0.03292134,618
0.111029702,0.068009458,0.036087587,0.147371635,0.037170976,0.047331213,0.032793262,0.081628825,0.033357106,0.082505532,0.033310443,0.03700313,0.029587243,0.03700313,0.029587243,0.006801143,0.001575241,0.025476982,0.001430454,0.100480661,0.034309912,619
0.217540842,0.115953304,0.036987871,0.137346461,0.036987871,0.062036644,0.032010294,0.07646565,0.032922738,0.072205693,0.032906082,0.039734494,0.028809033,0.039734494,0.028809033,0.023432121,0.001592424,0.024393586,0.001840487,0.094453344,0.034397651,620
0.203912683,0.077286944,0.044113833,0.239856571,0.055405509,0.04492903,0.033500145,0.117578068,0.037484174,0.132707715,0.036972608,0.037918668,0.027924011,0.037918668,0.027924011,0.005835312,0.002397372,0.053800797,0.0041933,0.159281299,0.039375905,621
0.128784885,0.063920043,0.041870758,0.20444037,0.041870758,0.045085171,0.033676092,0.109702789,0.034338498,0.112108037,0.034409095,0.037964448,0.028946364,0.037964448,0.028946364,0.004771853,0.002461333,0.048499412,0.001928222,0.15039292,0.035561152,622
0.184622111,0.061539635,0.037232015,0.25107196,0.040665295,0.045119574,0.033482478,0.11838258,0.035002562,0.121156633,0.03511101,0.037369344,0.028534371,0.037369344,0.028534371,0.004251935,0.001993283,0.055022592,0.001892269,0.161532,0.036316473,623
0.101385174,0.055008773,0.040299077,0.154192418,0.040299077,0.041978562,0.034079227,0.088227987,0.034690453,0.090852216,0.034599833,0.034714274,0.030609598,0.034714274,0.030609598,0.004573288,0.001549119,0.031689329,0.00160173,0.117414357,0.035786223,624
0.10584666,0.0679942,0.037216753,0.197940037,0.037644006,0.046710234,0.033192188,0.111030655,0.033727018,0.117128253,0.03369955,0.038788434,0.0299382,0.038788434,0.029633021,0.005497077,0.001599617,0.045793604,0.001359258,0.151049063,0.034699015,625
0.137334988,0.172701612,0.041367207,0.449469745,0.041367207,0.049787047,0.03541619,0.176179078,0.03644451,0.12933547,0.036438543,0.035461966,0.030807965,0.035461966,0.030807965,0.023233244,0.001968516,0.128157112,0.001812322,0.285515361,0.03783856,626
0.113554975,0.06915389,0.037262533,0.143694207,0.037262533,0.046274256,0.03343718,0.079056499,0.033368248,0.079896241,0.033211261,0.036041811,0.029877165,0.036041811,0.029663539,0.006407173,0.001508479,0.025581329,0.001455221,0.098432137,0.034313727,627
0.037508613,0.051117722,0.034729533,0.146227211,0.035019454,0.037862356,0.030653014,0.081545777,0.03086822,0.086366065,0.030830855,0.030777447,0.027740901,0.030777447,0.026733806,0.004521959,0.00136916,0.029113411,0.001275534,0.103601128,0.031738766,628
0.099431002,0.054062713,0.039002061,0.226871133,0.042603191,0.040426374,0.031827334,0.109086034,0.034610959,0.107576102,0.034302283,0.033340964,0.025757229,0.033340964,0.025757229,0.004885576,0.002342953,0.048241903,0.002954707,0.146852821,0.036850538,629
0.319807891,0.061738003,0.041397728,0.480842292,0.047501337,0.042685897,0.034099823,0.143412485,0.038046876,0.116243228,0.037827116,0.033936065,0.027878232,0.033936065,0.027878232,0.005773643,0.002792962,0.099270421,0.004116034,0.183184564,0.041107804,630
0.099276084,0.053131916,0.036453802,0.189547569,0.03743038,0.039169909,0.031945407,0.098048177,0.032699295,0.10331884,0.032684825,0.030838484,0.027374685,0.030838484,0.027374685,0.004633124,0.001910194,0.039600078,0.001499994,0.129671171,0.033646144,631
0.141859997,0.050736248,0.03558404,0.132341504,0.037140459,0.039240885,0.03197745,0.075689212,0.032442342,0.076478221,0.032440681,0.032166019,0.028671702,0.032166019,0.028671702,0.004465915,0.001524191,0.026954822,0.001374995,0.097611964,0.033356223,632
0.100907437,0.081528954,0.036560617,0.127443358,0.0430457,0.050935533,0.03233272,0.071006705,0.033103344,0.068268865,0.032890823,0.037521936,0.028686961,0.037521936,0.028686961,0.010360131,0.001525681,0.020243451,0.001869347,0.086934462,0.034061953,633
0.239740801,0.062577248,0.039322499,0.173815519,0.039902341,0.042601324,0.034912981,0.090610649,0.035636375,0.091294728,0.03570611,0.035965513,0.030243382,0.035965513,0.028152896,0.004584243,0.002442961,0.03663488,0.002035729,0.12132448,0.037109941,634
0.341113564,0.097322039,0.040527962,0.194140539,0.041367207,0.044308385,0.033601351,0.101104433,0.033733206,0.100175478,0.033386741,0.034851607,0.028946364,0.034851607,0.028946364,0.010109182,0.002885604,0.046724409,0.002287693,0.145143822,0.034882125,635
0.27084299,0.054016937,0.037216753,0.226947427,0.038620584,0.041327123,0.032727817,0.109389737,0.033659288,0.112634469,0.033646144,0.03416495,0.029587243,0.03416495,0.029114215,0.004190697,0.001797926,0.048642291,0.001749635,0.146311134,0.035019454,636
0.267301648,0.068192571,0.064789809,0.185168236,0.064789809,0.045066431,0.038166862,0.086832031,0.03639024,0.085687038,0.035439078,0.036728464,0.030014496,0.036728464,0.030014496,0.00596133,0.007253563,0.033126751,0.004175017,0.110467687,0.037575342,637
0.253396992,0.058060579,0.034775309,0.164080262,0.035980772,0.039241864,0.03009237,0.082516522,0.031141407,0.080766,0.030975815,0.032776378,0.026855879,0.032776378,0.02684062,0.004449986,0.001844595,0.036750152,0.001933458,0.116075382,0.032616161,638
0.232921722,0.057679102,0.039826047,0.224536508,0.058609903,0.044009271,0.033246157,0.112967138,0.036057337,0.11999695,0.035553522,0.037033647,0.029617762,0.037033647,0.029556725,0.0043208,0.002137089,0.051249299,0.004038055,0.157412067,0.037537195,639
0.218365527,0.058136873,0.038056001,0.180392161,0.039368276,0.04370433,0.03362559,0.095710614,0.034397886,0.096192874,0.034332801,0.035812926,0.030090792,0.035812926,0.030090792,0.005042259,0.00189212,0.039648509,0.00180156,0.130624861,0.035568781,640
